Epoch_ms,FSR-1,FSR-2,FSR-3,FSR-4,FSR-5,FSR-6
1769641241596,0,0,0,0,0,79
1769641241598,0,0,0,0,0,82
1769641241599,0,0,0,0,0,83
1769641241601,0,0,0,0,0,83
1769641241602,0,0,0,0,0,85
1769641241603,0,0,0,0,0,84
1769641241605,0,0,0,0,0,83
1769641241606,0,0,0,0,0,83
1769641241608,0,0,0,0,0,85
1769641241609,0,0,0,0,0,83
1769641241611,0,0,0,0,0,85
1769641241612,0,0,0,0,0,84
1769641241613,0,0,0,0,0,84
1769641241615,0,0,0,0,0,84
1769641241616,0,0,0,0,0,85
1769641241618,0,0,0,0,0,83
1769641241619,0,0,0,0,0,85
1769641241621,0,0,0,0,0,84
1769641241622,0,0,0,0,0,83
1769641241623,0,0,0,0,0,83
1769641241625,0,0,0,0,0,84
1769641241626,0,0,0,0,0,84
1769641241628,0,0,0,0,0,83
1769641241629,0,0,0,0,0,83
1769641241630,0,0,0,0,0,83
1769641241632,0,0,0,0,0,82
1769641241633,0,0,0,0,0,83
1769641241635,0,0,0,0,0,83
1769641241636,0,0,0,0,0,78
1769641241638,0,0,0,0,0,78
1769641241639,0,0,0,0,0,77
1769641241640,0,0,0,0,0,77
1769641241642,0,0,0,0,0,75
1769641241643,0,0,0,0,0,75
1769641241645,0,0,0,0,0,75
1769641241646,0,0,0,0,0,74
1769641241647,0,0,0,0,0,72
1769641241649,0,0,0,0,0,73
1769641241650,0,0,0,0,0,73
1769641241652,0,0,0,0,0,73
1769641241653,0,0,0,0,0,71
1769641241655,0,0,0,0,0,71
1769641241656,0,0,0,0,0,69
1769641241657,0,0,0,0,0,71
1769641241659,0,0,0,0,0,69
1769641241660,0,0,0,0,0,69
1769641241662,0,0,0,0,0,69
1769641241663,0,0,0,0,0,68
1769641241664,0,0,0,0,0,63
1769641241666,0,0,0,0,0,67
1769641241667,0,0,0,0,0,63
1769641241669,0,0,0,0,0,67
1769641241670,0,0,0,0,0,62
1769641241672,0,0,0,0,0,62
1769641241673,0,0,0,0,0,62
1769641241674,0,0,0,0,0,62
1769641241676,0,0,0,0,0,61
